gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,postsd_d0,lfsr_d0,postmean_d1,postsd_d1,lfsr_d1,postmean_d2,postsd_d2,lfsr_d2,postmean_d3,postsd_d3,lfsr_d3,lfsr_min,best_day
Gene8,0.12550148,0.07794265,0.08091703,0.119759,0.01687478,0.02680993,0.035607297,0.04345856,0.109373878325324,0.0171543840199679,7.94212481348075e-10,0.0557668803345713,0.0275652527403485,0.0502670776776571,0.0533244555388893,0.033929873587078,0.0823213432216649,0.0790028519259775,0.0408113549026202,0.0542219534552993,7.94212481348075e-10,0
Gene80,-0.030088812,0.029331908,-0.01480759,-0.008700287,0.015416349,0.02387712,0.029760735,0.038989183,-0.0305711979818604,0.0159678352681146,0.0278299073716187,0.0246992526514912,0.0243004229763779,0.154684626491217,-0.0161696411522658,0.0296351312443853,0.292645736908136,-0.0111464623585216,0.0370348032075701,0.381702075710506,0.0278299073716187,0
Gene81,0.07413938,0.0920185,0.100422464,0.087826625,0.016032109,0.024149023,0.032025695,0.04073711,0.0600846273655464,0.0135206459072411,0.000102529108234179,0.0634548219433519,0.0174644039909665,0.00121317547832248,0.0632719476894911,0.0212763045458541,0.00669811348031251,0.0560718767945999,0.0260662408795505,0.0409748655490338,0.000102529108234179,0
Gene82,0.04992023,0.066246465,0.06575792,0.09865625,0.015845722,0.02358591,0.033632904,0.041154813,0.0273456955177408,0.0148693795518038,0.0873416931613753,0.0299206694549701,0.0190791742469505,0.100131370056769,0.025467537462982,0.0226671767236744,0.160566464415668,0.0332387048509256,0.027722113261529,0.122740302506679,0.0873416931613753,0
Gene83,-0.09901148,-0.054133724,-0.025932562,-0.060203694,0.014858323,0.022600152,0.031727638,0.040379815,-0.0989360496474817,0.0149385615324528,6.6753038652223e-09,-0.0561046501334971,0.0224694092397597,0.00723987311131968,-0.032262173639382,0.0304147994022954,0.144668196196163,-0.0624252428927501,0.0369711351254508,0.046299648212039,6.6753038652223e-09,0
Gene84,0.10391953,0.4163014,0.06888513,0.017761817,0.016092975,0.024913387,0.034765247,0.043279085,0.101038518935646,0.0234971522127803,8.39729579185806e-06,0.411580543173072,0.0363633179275927,4.92952293806378e-30,0.0626875072081401,0.0507156594886984,0.10818654348546,0.0101726585383157,0.0630926560724441,0.436059141993275,4.92952293806378e-30,1
Gene85,0.088593096,0.086364545,0.045749065,0.06284013,0.015901512,0.024770007,0.033025343,0.042117644,0.0911442043137449,0.0178003876574678,1.02023838646467e-07,0.0877703186670949,0.0246051408970269,0.000319407733896871,0.060371566962598,0.0396581262975322,0.0613682986671615,0.070435562009934,0.0398835519326969,0.0486786176498093,1.02023838646467e-07,0
Gene86,0.036753446,0.04222997,0.018668765,0.05564252,0.015248852,0.023659064,0.03164966,0.039632786,0.030397454779166,0.0147120306344167,0.0272953277666751,0.0311960450884665,0.0213415087810579,0.0813704604546421,0.0129500453188039,0.0296875978690158,0.323165080327523,0.0341120985094789,0.0324386759113054,0.138956325919198,0.0272953277666751,0
Gene87,-0.024537116,-0.06334244,-0.034845922,-0.016898677,0.014315251,0.024433428,0.032449666,0.04078078,-0.022271751375736,0.0142192371358909,0.0607684102649623,-0.0566968474465961,0.0238111402057801,0.00923836032176817,-0.0292101029792417,0.0305436667908037,0.171285693325823,-0.0135872479732155,0.0366913650057235,0.356682211967911,0.00923836032176817,1
Gene88,0.113705896,0.13389903,0.13155209,0.13093413,0.016083088,0.024966042,0.03240095,0.04149848,0.099498462336313,0.0130518008804395,2.27350350130065e-09,0.100852972297461,0.0149839240774976,7.43814287454658e-06,0.0983965156391774,0.0183850511850585,0.000589830383383595,0.0961242793153031,0.02265455499792,0.00500613657922828,2.27350350130065e-09,0
Gene89,0.065684535,0.1054257,0.088553846,0.06157354,0.014946658,0.023678178,0.0329833,0.040178686,0.0558398834117103,0.0149569437890661,9.85923930365039e-05,0.0872754204681717,0.0233197386247502,9.30361692033202e-05,0.0654183592709651,0.0312987836932435,0.0182419038813848,0.0391958682935979,0.0366802506103681,0.142497085218307,9.30361692033202e-05,1
Gene9,0.23608801,0.055910815,-0.057712276,0.046353977,0.01575304,0.026090045,0.03453704,0.04229454,0.23540188821557,0.0229839874933237,6.87041566763046e-25,0.0548630955349981,0.0380519743609423,0.0746524226327162,-0.0589303051071356,0.0503473088427746,0.120912241214693,0.0446556524646192,0.061614462786412,0.234313320577343,6.87041566763046e-25,0
Gene90,-0.06586571,0.00019716787,-0.049151707,-0.04901395,0.014695303,0.024257341,0.0333255,0.041002367,-0.0604378109896071,0.0145212683172831,1.7715811865382e-05,0.00464987605336106,0.023529047346541,0.422044010572608,-0.0377099560457094,0.031212260000924,0.113836968434194,-0.0351939739938346,0.0368247855183698,0.16990231569997,1.7715811865382e-05,0
Gene91,0.045913696,0.023064282,0.0144338235,-0.010718835,0.0146665955,0.02354184,0.03169175,0.04195245,0.0637789756821302,0.0144409693699314,4.46892509060863e-05,0.0567147581907825,0.0234956882108288,0.0238119927205954,0.0552378104625625,0.0276221443826157,0.0562965936090222,0.0490441889572248,0.0360883743506041,0.130849648134988,4.46892509060863e-05,0
Gene92,0.0817779,0.11653575,0.77827084,0.103670605,0.01637268,0.024667945,0.035539366,0.043910332,0.0736156210393369,0.0239810538794946,0.00105704442043046,0.104221664550024,0.0361217539582684,0.00193358701897915,0.759579261543229,0.0520224068383721,6.33536468742525e-49,0.0817914869431032,0.0642213809427934,0.101348184761711,6.33536468742525e-49,2
Gene93,0.08445087,0.11551804,0.08189926,0.07590699,0.014647146,0.02293029,0.03177849,0.039639544,0.0758461154601258,0.0148227786285338,2.4273911870567e-07,0.0996595864441965,0.02274238197323,6.6410853914942e-06,0.0642895625183841,0.0305496102681182,0.0179227095523203,0.0560382809824312,0.0365773402025472,0.063230040764962,2.4273911870567e-07,0
Gene94,0.028660912,0.02634633,0.00011993612,0.019463196,0.015328883,0.024789715,0.03170594,0.039990693,0.0328159975339009,0.0146409336212525,0.020772790360343,0.031379296987667,0.0211687167371539,0.0888986129542949,0.0175476318885479,0.0300953199801487,0.277065123272346,0.0277706750460377,0.0308071149439833,0.178294218044041,0.020772790360343,0
Gene95,-0.018476687,0.013961157,0.06321239,0.007791576,0.0149724595,0.022786452,0.03089885,0.03990528,-0.0280134280293493,0.0151930309934308,0.0326868605602824,-0.00184975873232874,0.0227871793349431,0.467401662521903,0.0364830607562632,0.0300107100529864,0.111829783018304,-0.0165588643000391,0.0369413583988576,0.326597098028955,0.0326868605602824,0
Gene96,0.14923896,0.11118218,-0.8229009,0.06425397,0.014584894,0.023710683,0.0356735,0.046644464,0.15364330469563,0.0213107793485077,3.41966560459102e-13,0.118324542943748,0.0346354357182419,0.000324035129341401,-0.811105817489271,0.052102774544544,0,0.0782409581076652,0.0680442591978114,0.125123502178783,0,2
Gene97,0.034402918,0.036186665,0.06380443,0.05761048,0.015111883,0.02440213,0.032432117,0.03957176,0.0120523966005846,0.0139174274509024,0.41999924230503,0.0103962879306364,0.0164665656515055,0.474577931834196,0.0156435089368033,0.0225380677287891,0.441079567841927,0.0125343918334268,0.0229189149593518,0.475697305827382,0.41999924230503,0
Gene98,-0.03010406,0.05362644,0.01760082,0.014088848,0.015984565,0.024522476,0.031484555,0.03746681,-0.0385755211504854,0.0167979350232975,0.0109295845827601,0.0353062443374068,0.0253098995176722,0.0813371502980366,-0.00182601229979662,0.03162106081014,0.476708471654852,-0.0078473728273764,0.0365003698057947,0.41454834312709,0.0109295845827601,0
Gene99,-0.009852333,0.03049341,0.03187215,0.0661277,0.01600047,0.024783647,0.032488417,0.042680334,-0.03123296116726,0.0163027402470626,0.0300050671722392,-0.00755304369505417,0.0280247447446679,0.435431842141897,-0.0132298016086909,0.0314371816344044,0.360736919513564,0.000819726486816766,0.0403291515659271,0.511070084941752,0.0300050671722392,0
