gene,n_guides,best_day,best_day_among_active,active_days,hit_anyday,max_abs_postmean,min_lfsr,min_lfsr_among_active,guide_min_lfsr_min,median_guide_lfsr_min,gene_postmean_d0,gene_postsd_d0,gene_lfsr_d0,gene_postmean_d1,gene_postsd_d1,gene_lfsr_d1,gene_postmean_d2,gene_postsd_d2,gene_lfsr_d2,gene_postmean_d3,gene_postsd_d3,gene_lfsr_d3
Gene63,6,0,0.0,d0,True,0.2810298112637469,0.0,0.0,9.1518077330047e-60,2.6758409807506e-11,0.2810298112637469,0.012134676244103644,0.0,0.023889177753375453,0.017723509872586928,0.08884837046567601,0.05976950128971767,0.022321268433828617,0.0037065579700802376,0.05153654149617656,0.027623943907993036,0.03104535066856584
Gene64,6,1,,,False,0.0319395757221331,0.018318641173811323,,2.2204460492503099e-16,5.308941300975835e-05,-0.009343939103391182,0.009314721270627272,0.15789744574491593,0.026610036818250297,0.01273339611004079,0.018318641173811323,-0.0319395757221331,0.016314414212236047,0.02512956491835283,-0.00206626433692446,0.019266522710672637,0.4572967706908838
Gene65,6,0,,,False,0.11230483166845384,0.0,,3.04371841615052e-13,1.018370631063139e-05,0.08372547598387721,0.00800204097128617,0.0,0.11230483166845384,0.009770400848033468,0.0,0.11006025647773597,0.010976500746582933,0.0,0.09752280454663988,0.01321497639521576,7.932543510946743e-14
Gene66,6,0,,,False,0.09676666052169047,0.0,,0.0,2.0916852350715592e-16,0.07170623315762462,0.006029642528305104,0.0,0.07935499352908278,0.006240324457627601,0.0,0.08644504299267287,0.006469463552533918,0.0,0.09676666052169047,0.006763320162336742,0.0
Gene67,6,0,,,False,0.05851388136722552,7.620626352178306e-12,,0.0,2.285066902860127e-07,0.05158078855099413,0.007646600790267387,7.620626352178306e-12,0.005320085829826109,0.009678838686020992,0.2912757543401415,0.023875169849324248,0.010628986418462332,0.012344574486543636,0.05851388136722552,0.011721561862381847,2.9880679741634e-07
Gene68,6,0,0.0,d0,True,0.7054053186535999,0.0,0.0,0.0,0.0,-0.7054053186535999,0.01585454347429835,0.0,-0.13170674708479674,0.021362852987982243,3.5191993763561413e-10,-0.018018722155401273,0.025248743726162943,0.2377223522557208,0.015294109640894785,0.029140782828156315,0.29984886705830927
Gene69,6,2,,,False,0.09568245501779962,1.0232361069562046e-08,,0.0,5.547783614340749e-19,0.03877594164426092,0.009102952151674178,1.023458848004033e-05,0.020385431567115166,0.012304634469881231,0.04878724700815329,0.09568245501779962,0.0170616994346965,1.0232361069562046e-08,0.047364709064543306,0.018154909150491578,0.004541421144314384
Gene7,6,3,3.0,d3,True,0.4103743256539157,0.0,0.0,0.0,5.655287349526359e-11,0.0006646705206712059,0.0034373038040947687,0.42333470860755495,0.0015121373126262539,0.004523001216910514,0.36906842062884043,0.0022314347673301526,0.0061091658146050195,0.35745861436577,-0.4103743256539157,0.01356097125834835,0.0
Gene70,6,1,1.0,d1,True,0.5929334811250562,0.0,0.0,0.0,0.0,-0.05159838153318688,0.01130853816599587,2.5240248016089595e-06,-0.5929334811250562,0.017988338330632132,0.0,-0.031607366145433205,0.02418977126717313,0.09566719753425346,0.04175758884652222,0.028887061681988162,0.07415223084872635
Gene71,6,2,2.0,"d2,d3",True,0.8640573189454286,0.0,0.0,0.0,8.522036545949482e-37,0.03457798420703734,0.012351863951428895,0.002559770451381671,0.0045745497244589475,0.017702458404432884,0.3980439977318633,-0.6479128203836818,0.024882513193659028,0.0,0.8640573189454286,0.03391874684966409,0.0
