guide,gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,lfsr_d0,postmean_d1,lfsr_d1,postmean_d2,lfsr_d2,postmean_d3,lfsr_d3,lfsr_min,best_day
g71,Gene11,0.27395532,0.30729228,0.2762327,0.45973748,0.14343669,0.16173849,0.18201414,0.20593977,0.297223932030837,0.00243020560894776,0.297223932030837,0.00243020560894776,0.297223932030837,0.00243020560894776,0.297223932030837,0.00243020560894776,0.00243020560894776,1
g72,Gene12,0.5448394,0.69450974,0.7254194,0.7127642,0.13061534,0.15795724,0.1809495,0.19787663,0.619145983492469,6.93487146163032e-14,0.619145983492469,6.93487146163033e-14,0.619145983492469,6.93487146163031e-14,0.619145983492469,6.93487146163032e-14,6.93487146163031e-14,2
g73,Gene13,-0.0887663,-0.19699076,-0.31444746,-0.47235405,0.14231701,0.16686243,0.18855482,0.21288069,-0.20177243092148,0.062255206019676,-0.20177243092148,0.0622552060196759,-0.20177243092148,0.0622552060196759,-0.20177243092148,0.062255206019676,0.0622552060196759,1
g74,Gene14,0.28400028,0.36307964,0.43447888,0.45071653,0.13012205,0.14364985,0.16180687,0.19031562,0.350055592946905,2.93194675618709e-05,0.350055592946905,2.93194675618709e-05,0.350055592946905,2.93194675618709e-05,0.350055592946905,2.93194675618709e-05,2.93194675618709e-05,0
g75,Gene15,0.029802196,0.11903558,0.16770995,0.03549469,0.13165878,0.15516324,0.17326123,0.19907928,0.0388287093329312,0.585149745274881,0.0388287093329312,0.585149745274881,0.0388287093329312,0.585149745274881,0.0388287093329312,0.585149745274881,0.585149745274881,0
g76,Gene16,-0.011949295,-0.11105997,-0.21138619,-0.27078962,0.13404304,0.16173922,0.1770963,0.20221165,-0.0722779035736055,0.419363588642169,-0.0722779035736055,0.419363588642169,-0.0722779035736055,0.419363588642169,-0.0722779035736055,0.419363588642169,0.419363588642169,3
g77,Gene17,-0.07614205,-0.12182613,-0.05430681,0.1151359,0.11964223,0.1462281,0.16472797,0.20052995,-0.0226096689344358,0.679563589522607,-0.0226096689344358,0.679563589522607,-0.0226096689344358,0.679563589522607,-0.0226096689344358,0.679563589522607,0.679563589522607,0
g78,Gene18,0.18299818,0.31080976,0.29877034,0.3435245,0.13050684,0.15050474,0.17410669,0.20828304,0.250971264261207,0.00887450436910286,0.250971264261207,0.00887450436910286,0.250971264261207,0.00887450436910286,0.250971264261207,0.00887450436910286,0.00887450436910286,0
g79,Gene19,-0.31937885,-0.45015186,-0.43990856,-0.4968221,0.13247949,0.1538707,0.1803141,0.20646235,-0.387229521970969,1.04336078864398e-05,-0.387229521970969,1.04336078864398e-05,-0.387229521970969,1.04336078864398e-05,-0.387229521970969,1.04336078864398e-05,1.04336078864398e-05,0
g8,Gene8,0.29415265,0.39947492,0.5966593,0.82249284,0.1294056,0.1590777,0.18299495,0.20303483,0.442024771845406,2.76742084046518e-07,0.442024771845406,2.76742084046518e-07,0.442024771845406,2.76742084046518e-07,0.442024771845406,2.76742084046518e-07,2.76742084046518e-07,2
g80,Gene20,0.23929574,0.33634305,0.27901244,0.13876049,0.12448165,0.1473565,0.16387989,0.19655757,0.24539407451894,0.00752439382245326,0.24539407451894,0.00752439382245327,0.24539407451894,0.00752439382245326,0.24539407451894,0.00752439382245327,0.00752439382245326,2
g81,Gene21,-0.20630345,-0.27817369,-0.3528979,-0.48940137,0.13833506,0.16941944,0.18191299,0.20280954,-0.286764090743644,0.00362944653905617,-0.286764090743644,0.00362944653905617,-0.286764090743644,0.00362944653905617,-0.286764090743644,0.00362944653905617,0.00362944653905617,0
g82,Gene22,0.062281236,0.049200807,-0.09992991,-0.26814878,0.13520975,0.14823122,0.1676911,0.20462395,-0.00963718603829363,0.763477800634396,-0.00963718603829363,0.763477800634396,-0.00963718603829363,0.763477800634396,-0.00963718603829363,0.763477800634396,0.763477800634396,1
g83,Gene23,0.17976484,0.278054,0.23160307,0.14665616,0.13531165,0.15704873,0.1769639,0.20387378,0.188129908826268,0.0695342023325622,0.188129908826268,0.0695342023325622,0.188129908826268,0.0695342023325622,0.188129908826268,0.0695342023325622,0.0695342023325622,3
g84,Gene24,0.34107953,0.5119949,0.6538614,0.68526083,0.12645417,0.15886338,0.17850351,0.20088433,0.477301504084665,1.19779191215813e-08,0.477301504084665,1.19779191215813e-08,0.477301504084665,1.19779191215813e-08,0.477301504084665,1.19779191215813e-08,1.19779191215813e-08,2
g85,Gene25,-0.4092395,-0.5773775,-0.72423816,-1.0468041,0.13000172,0.1538833,0.17762548,0.2027804,-0.589836746100526,7.47513162480118e-13,-0.589836746100526,7.47513162480118e-13,-0.589836746100526,7.47513162480118e-13,-0.589836746100526,7.47513162480118e-13,7.47513162480118e-13,0
g86,Gene26,0.28805676,0.431987,0.6158027,0.7122272,0.13775924,0.16600627,0.19286947,0.218938,0.431525557115922,2.5779966458991e-06,0.431525557115922,2.57799664589909e-06,0.431525557115922,2.5779966458991e-06,0.431525557115922,2.5779966458991e-06,2.57799664589909e-06,1
g87,Gene27,-0.30206975,-0.34256387,-0.34409657,-0.37337136,0.13994968,0.15969431,0.17370793,0.19842842,-0.317273827715085,0.000674569339492281,-0.317273827715085,0.000674569339492281,-0.317273827715085,0.000674569339492281,-0.317273827715085,0.000674569339492281,0.000674569339492281,0
g88,Gene28,-0.39724237,-0.5242126,-0.6803199,-0.9600563,0.13818502,0.15627201,0.1746047,0.20382726,-0.557288454159411,4.67657024216805e-11,-0.557288454159411,4.67657024216805e-11,-0.557288454159411,4.67657024216805e-11,-0.557288454159411,4.67657024216805e-11,4.67657024216805e-11,0
g89,Gene29,0.07992291,0.009438928,-0.046455428,-0.027318144,0.12053674,0.13825601,0.15114316,0.17680657,0.00518806462479113,0.798209154741228,0.00518806462479113,0.798209154741228,0.00518806462479113,0.798209154741228,0.00518806462479113,0.798209154741228,0.798209154741228,0
g9,Gene9,0.19744647,0.20519814,-0.00674217,-0.0997827,0.13910589,0.15733097,0.18886226,0.22862802,0.0668808536098045,0.451841289423002,0.0668808536098045,0.451841289423002,0.0668808536098045,0.451841289423002,0.0668808536098045,0.451841289423002,0.451841289423002,0
g90,Gene30,-0.5037761,-0.6835836,-0.740823,-0.9177573,0.13192181,0.14779252,0.17541604,0.20488496,-0.63794331774699,3.99680288865056e-15,-0.63794331774699,3.99680288865056e-15,-0.63794331774699,3.99680288865056e-15,-0.63794331774699,3.99680288865056e-15,3.99680288865056e-15,0
