gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,lfsr_d0,postmean_d1,lfsr_d1,postmean_d2,lfsr_d2,postmean_d3,lfsr_d3,lfsr_min,best_day
Gene74,-0.055068523,-0.8957225,-0.041584484,0.04268783,0.018476939,0.0412482,0.054894105,0.06743925,-0.0290266338680966,0.468473333271517,-0.889797447438933,0,-0.0250932957158387,0.570106276432889,0.0236655648577821,0.602377055581987,0,1
Gene75,-0.040034913,-0.61801314,-0.041894402,-0.46419644,0.019399028,0.039181802,0.051849823,0.06292312,-0.0394759966861672,0.0207315978022355,-0.612409910752049,0,-0.0482285503186305,0.173842781292424,-0.454104917496431,1.5681345111318e-11,0,1
Gene76,0.2794287,-0.16822357,0.5738523,-0.017695695,0.021395914,0.041667275,0.056522965,0.068429135,0.278006554169673,1.08746706866307e-38,-0.164667866613874,3.55301541489217e-05,0.557974901945698,9.12471695795952e-24,-0.0124465651372317,0.426860924986755,1.08746706866307e-38,0
Gene77,-0.040345643,-0.058577385,-0.40600926,0.9434749,0.018317452,0.034974605,0.049340744,0.065083176,-0.0403175752726919,0.0137454571097156,-0.0598172875415602,0.0433228293647325,-0.394216967934353,1.98729921407903e-14,0.920936644003237,1.35871324682233e-44,1.35871324682233e-44,3
Gene78,-0.3565513,1.2593147,0.4382746,0.4000054,0.019819923,0.047120936,0.059145167,0.06899011,-0.355977243557476,0,1.24817588677417,1.74575299760585e-156,0.442423367792533,1.94773408504794e-14,0.395057181184282,4.03436795439452e-09,0,0
Gene79,0.015166388,-0.35509902,-0.68066347,-0.54426533,0.017308528,0.036955073,0.04891997,0.058774695,0.0156030570559271,0.183289767209494,-0.354677497494518,0,-0.673494524742935,0,-0.539767698218845,0,0,1
Gene8,-0.2012566,0.93205184,-0.22071041,0.32431996,0.020122243,0.04064325,0.056295436,0.066121764,-0.200854583446073,0,0.923241674269299,1.94349374330239e-115,-0.206628658873898,0.000107782277593116,0.315716154740531,7.51470690613343e-07,0,0
Gene80,0.15821287,-0.31968728,0.07787621,0.18798868,0.019693933,0.03894014,0.047832362,0.060373727,0.15754205605266,1.62235760254921e-15,-0.316761445429497,0,0.0751629540904141,0.0562515041599205,0.184691783727433,0.000998858063245678,0,1
Gene81,0.30301687,-0.29722095,-0.4205413,-0.57453215,0.021161055,0.037426025,0.04898964,0.060283348,0.302116994084337,9.15665168476178e-47,-0.296667068173265,9.99200722162641e-16,-0.41883256015171,0,-0.567449758363113,0,0,2
Gene82,0.025636224,0.61369115,-0.24869484,-0.7737952,0.018298332,0.03409149,0.050431795,0.059008747,0.0256397245257876,0.0801723035646512,0.610300510398988,2.5484353826337e-72,-0.244712311723032,4.65452913767095e-07,-0.765745631044307,0,0,3
Gene83,0.34309092,-0.14412074,0.56805956,0.6850153,0.020752186,0.037335776,0.053399615,0.06527356,0.34112707470269,2.92015762387399e-61,-0.141989287331237,6.82618509989519e-05,0.558556913125608,1.95928648989067e-26,0.675012591046463,8.04365245855099e-26,2.92015762387399e-61,0
Gene84,0.0036047287,-0.87424535,-0.02053708,0.005955983,0.018944968,0.03774695,0.052317556,0.063413866,3.52177272966235e-05,0.994792254146904,-0.871462284636357,0,-0.000235737921578986,0.993788679564583,7.16343674183931e-05,0.995077056509449,0,1
Gene85,-0.21095581,0.3332569,-0.40711635,0.36997008,0.018496238,0.03586787,0.048611596,0.062325217,-0.210324231445447,0,0.329835348468792,1.34787239030581e-20,-0.395827088410924,1.11022302462516e-16,0.358875604504625,2.91386376865509e-09,0,0
Gene86,0.049955778,0.0072723627,-0.52426493,-0.23026815,0.016939122,0.033277523,0.0451377,0.055813666,0.0499981775635058,0.00192802335955387,0.00566074790507381,0.432429361115883,-0.51676207250663,0,-0.230412647065501,0.000392839089744412,0,2
Gene87,0.22900376,-0.60184574,-0.9005431,-0.31892273,0.019494215,0.039802883,0.051655497,0.063914165,0.228804559243842,3.14005222835003e-32,-0.600240044885159,0,-0.889176575787876,0,-0.322456421746035,1.70186861714328e-07,0,1
Gene88,0.02580207,-0.38671458,0.055834714,0.31701803,0.0187891,0.035420146,0.0483216,0.061264947,0.0257206711916541,0.0850809803954047,-0.383906199255643,0,0.054228130594599,0.128419822775256,0.311648862356701,1.84950561028044e-05,0,1
Gene89,0.01891832,-0.7209263,0.37259248,0.05573192,0.019053504,0.0384072,0.054644115,0.06452672,0.0189527027935794,0.159491398051745,-0.713730176535809,0,0.359395436876527,8.49205141643724e-09,0.0592111812020373,0.177575572593987,0,1
Gene9,0.31638774,-0.8406038,-0.34800467,-0.36300328,0.020299472,0.04205452,0.054019555,0.06348387,0.315652414436745,4.66387523306364e-55,-0.833996350688902,0,-0.350244105352599,2.78784773044549e-11,-0.35938679817369,5.55980872452011e-09,0,1
Gene90,-0.17683722,0.5354006,-0.1538308,0.8524772,0.018961431,0.037571333,0.05256858,0.06400746,-0.176608505810862,0,0.531288194674287,5.66501183941948e-46,-0.141819370314513,0.00328841792323475,0.833164246861167,8.4429704129127e-40,0,0
Gene91,-0.33277103,-0.5475861,0.45489517,-0.24045858,0.020414578,0.036246445,0.05193855,0.06294756,-0.331423856612032,1.11022302462516e-16,-0.541906448161932,1.11022302462516e-16,0.442874427722725,4.08229676355887e-18,-0.231298513409343,0.000103718083353521,4.08229676355887e-18,2
Gene92,-0.31670883,0.5132156,0.21830502,0.5077795,0.021151235,0.037023026,0.049412597,0.058812253,-0.315743886356129,0,0.51018170437653,7.75295335665605e-44,0.221498257275799,3.03732015929568e-06,0.500602298669849,4.16786249329499e-18,0,0
Gene93,0.02988999,-0.46539658,0.21599077,0.41632614,0.0178442,0.03501391,0.048795197,0.05919379,0.0297434376021589,0.0474638341418349,-0.461821661798823,0,0.211169149904594,6.12368919037002e-06,0.411668104431476,1.20073656064077e-12,0,1
Gene94,-0.15795472,0.1870806,-0.26429322,0.19665869,0.018972827,0.03526163,0.04680365,0.058573853,-0.15737449257557,0,0.184978897550393,6.95929294758211e-08,-0.257091966507467,1.52624773930299e-08,0.190674164040289,0.000502389040810957,0,0
Gene95,0.40072867,0.05347354,-0.4613184,-0.11028444,0.02299365,0.036672764,0.048875324,0.06183596,0.398778142628747,1.3052869732197e-65,0.05096298370229,0.0814703111558904,-0.453895385313481,1.11022302462516e-16,-0.11347486723766,0.0317995666605572,1.3052869732197e-65,0
Gene96,-0.24691683,0.34470275,0.37842855,-0.48943838,0.017885145,0.032316063,0.043066625,0.054674,-0.246152206412463,0,0.344269033368925,6.51347524563836e-27,0.372290326123944,1.51764818981034e-18,-0.47829076395268,0,0,0
Gene97,0.15424699,-1.0347859,-0.21887353,-0.42488563,0.018738111,0.041503765,0.054145142,0.06341753,0.154271635518657,8.08576931281134e-17,-1.02599648372519,0,-0.225188778422126,1.33888726935316e-05,-0.418209894234712,1.55152557468341e-11,0,1
Gene98,-0.030247943,-0.058725446,-0.03928276,-0.07511064,0.017884206,0.03569302,0.047036644,0.055566788,-0.035536827879937,0.0372266441265379,-0.0365119951323717,0.0240446250230689,-0.0359208720018461,0.0313560070983794,-0.0365249017177653,0.0283517914921784,0.0240446250230689,1
Gene99,0.019856568,0.0019591714,-0.8964253,-0.018626545,0.018641513,0.035493623,0.048315484,0.06265028,6.97375622622396e-05,0.997013537828736,-1.92171726638591e-06,0.998241188704168,-0.891785158672123,0,-9.08664137176803e-05,0.997695211772888,0,2
