guide,gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3
g532,Gene32,0.2598771,0.2594986,0.3146444,0.72098035,0.020518947,0.027211457,0.033993848,0.0437867
g533,Gene33,0.11323587,0.13843901,0.10897316,0.06501702,0.020218782,0.02757418,0.035660557,0.04213167
g534,Gene34,-0.07356453,-0.09812471,-0.53678393,-0.07682385,0.020419372,0.027032614,0.035612896,0.04495018
g535,Gene35,0.016155494,0.009282067,0.016490906,0.00014339549,0.019232797,0.027534762,0.034396127,0.0440374
g536,Gene36,0.034709297,0.05613706,0.008354134,-0.22532511,0.020014165,0.025668599,0.03379722,0.041123807
g537,Gene37,0.15061644,0.44560006,0.09110458,0.08333415,0.019917335,0.027882861,0.037396166,0.041899573
g538,Gene38,-0.17142566,-0.21187365,-0.25338387,-0.20006102,0.019380374,0.026992751,0.034769684,0.042547554
g539,Gene39,0.29931986,0.3425393,0.36842835,0.3383247,0.022162262,0.03064323,0.039134014,0.04579682
g54,Gene54,-0.196187,-0.24251303,-0.25927776,-0.25500542,0.020604819,0.027709702,0.034614798,0.04085646
g540,Gene40,0.26274505,0.24762116,0.23903307,0.27400562,0.019966649,0.028626658,0.035302117,0.04326653
g541,Gene41,0.091368064,0.15875515,0.18843018,0.17195085,0.020922996,0.028554376,0.035617445,0.044583313
g542,Gene42,-0.38224056,-0.36583006,-0.3609883,-0.36589146,0.020609127,0.027547067,0.03640612,0.044566493
g543,Gene43,-0.1649535,-0.19809708,-0.14497381,-0.19162369,0.021201793,0.02694279,0.034039162,0.040033787
g544,Gene44,0.20906258,0.21784979,0.4427375,0.21314256,0.020093026,0.027520038,0.03461962,0.042040598
g545,Gene45,0.20579101,0.22607587,0.20835052,0.21140768,0.022286726,0.028606558,0.03629946,0.041578867
g546,Gene46,0.15809242,-0.5936909,0.15409048,0.21196544,0.02226654,0.035385318,0.04355195,0.050831668
g547,Gene47,0.06322135,0.48636913,0.043807603,0.025063222,0.02031501,0.02998139,0.039206915,0.04636946
g548,Gene48,-0.26169255,-0.28712404,-0.30424222,-0.26558545,0.021012882,0.027159495,0.03374037,0.042012714
g549,Gene49,0.4889255,0.23342477,0.18376261,0.17594787,0.022298446,0.029542394,0.036219344,0.043123394
g55,Gene55,0.04207036,0.022749312,-0.022379352,0.0016618615,0.019023651,0.025593007,0.032569427,0.0420435
g550,Gene50,-0.12385955,-0.11927391,-0.07841314,-0.11011637,0.020470405,0.027696112,0.034656793,0.043622207
g551,Gene51,0.31840044,0.25669906,-0.54264313,0.32776028,0.021551741,0.029007653,0.040959578,0.051224303
g552,Gene52,0.36709034,0.8863847,0.2597397,0.80867755,0.020831428,0.030189073,0.04297812,0.052443463
g553,Gene53,0.23727256,0.2794131,0.2648564,0.2989077,0.01783886,0.025678178,0.036641397,0.044754367
g554,Gene54,-0.021530384,-0.06785643,-0.0846212,-0.08034872,0.02078765,0.027513998,0.034006096,0.040678006
g555,Gene55,0.14315394,0.12383303,0.07870426,0.102745414,0.01936249,0.025646925,0.032475963,0.042323776
g556,Gene56,0.028197153,0.06989722,0.048740238,0.029807545,0.018907476,0.027133005,0.034609135,0.042001564
g557,Gene57,0.04456539,0.010117617,0.022698453,0.022331918,0.019720664,0.028108252,0.034332845,0.041588087
g558,Gene58,0.101901576,0.09438321,0.08609782,0.09795253,0.0199979,0.026914775,0.034110256,0.04245357
g559,Gene59,0.27358896,0.26745367,0.31432015,0.31794974,0.021582352,0.028065244,0.036179457,0.04490102
g56,Gene56,0.33925098,0.38095108,0.35979417,0.3408614,0.02163338,0.029480353,0.036519334,0.044337366
g560,Gene60,-0.12609428,0.32871264,0.42079777,0.40695137,0.020981306,0.029340344,0.036545422,0.04324209
g561,Gene61,0.060114324,0.06345813,0.031032538,0.028897638,0.019959152,0.027496686,0.034062292,0.041260593
g562,Gene62,-0.39196366,-0.4417455,-0.3726312,-0.36233833,0.020489989,0.028094001,0.036886424,0.044822395
g563,Gene63,0.07845648,-0.20262071,-0.1603048,-0.17216058,0.02075544,0.029641239,0.037459992,0.045228023
g564,Gene64,0.04862149,0.089058176,0.028623734,0.060756575,0.022769315,0.029132864,0.036079694,0.043994874
g565,Gene65,-0.011260352,0.0139716,0.018648118,-0.009938458,0.020258615,0.027446976,0.034250107,0.041894205
g566,Gene66,0.38097212,0.3875293,0.40424722,0.42862377,0.019416142,0.026114643,0.03520901,0.041492146
g567,Gene67,0.11925272,0.10911901,0.115424246,0.1410652,0.020706672,0.027138688,0.034186125,0.041535184
g568,Gene68,-0.63856256,-0.03856,0.06897432,0.09668643,0.024496073,0.033912525,0.039106186,0.04674174
g569,Gene69,0.23313566,0.21680592,0.2729858,0.23154628,0.020309344,0.028032836,0.035678823,0.043604385
g57,Gene57,0.019150358,-0.015297427,-0.0027165902,-0.0030831583,0.018562295,0.02649879,0.033976864,0.04130833
g570,Gene70,0.13445154,-0.4163631,0.1373685,0.21208353,0.019010235,0.030600026,0.039738357,0.04684367
g571,Gene71,-0.14722171,-0.18721922,-0.8351507,0.6911826,0.023249645,0.031357363,0.041510057,0.05716937
g572,Gene72,0.82845455,0.45534542,0.326492,0.348442,0.023656977,0.029880496,0.0362396,0.04402726
g573,Gene73,0.35289106,0.3623932,0.39596727,0.35812926,0.02145816,0.029050503,0.035994533,0.04367741
g574,Gene74,-0.3009199,-0.8898927,-0.18106002,-0.17434269,0.02245707,0.033186823,0.04201763,0.049252354
g575,Gene75,0.26278466,0.18546812,-0.71568036,0.43786335,0.022202037,0.029937977,0.04295496,0.058013167
g576,Gene76,0.4262548,0.41143164,0.32671684,0.38496032,0.021920115,0.02870187,0.03733285,0.045578875
g577,Gene77,-0.06852045,-0.09205377,-0.0809903,-0.09333073,0.01942013,0.02600647,0.033355583,0.04250791
g578,Gene78,-0.28400898,-0.28270108,-0.30213806,-0.29363754,0.019055346,0.027293537,0.035479672,0.04394612
g579,Gene79,0.72203356,0.22906268,0.12528329,0.79616094,0.024951665,0.034808204,0.04284736,0.05281932
g58,Gene58,0.0045495294,-0.0029688142,-0.011254249,0.0006005309,0.020217322,0.027230566,0.03435904,0.04275244
g580,Gene80,-0.06915149,-0.011947394,-0.052470416,-0.049866267,0.021183506,0.0282329,0.034324553,0.041697554
g581,Gene81,0.033184994,0.059224196,0.06373795,0.053027116,0.019527473,0.026464308,0.033771083,0.041731786
g582,Gene82,-0.17422849,-0.15727638,-0.15186064,-0.11867387,0.020306347,0.027773855,0.03641064,0.04465807
g583,Gene83,-0.14336817,-0.097112685,-0.06645089,-0.10129962,0.019705757,0.025655434,0.034124155,0.042730253
g584,Gene84,0.33927616,0.6478596,0.31620905,0.27040496,0.020589987,0.030473135,0.038915686,0.046976693
g585,Gene85,-0.18282759,-0.18859182,-0.2243497,-0.20592634,0.020030785,0.028145885,0.03516487,0.04312593
g586,Gene86,-0.45841658,-0.4552373,-0.4739051,-0.43937296,0.02218545,0.027541155,0.03413102,0.04516651
g587,Gene87,0.14803194,0.10870542,0.13781586,0.16127694,0.01961132,0.02613638,0.033163242,0.04126768
g588,Gene88,-0.12427839,-0.12295525,-0.12222367,-0.117565006,0.02132161,0.028590975,0.03539887,0.043997325
g589,Gene89,0.09989506,0.14675175,0.12612711,0.09085511,0.019593228,0.028472118,0.03533692,0.042186156
g59,Gene59,-0.09297322,-0.09910824,-0.052241728,-0.04861217,0.020961666,0.028383005,0.03568937,0.044509556
g590,Gene90,-0.29194105,-0.23629771,-0.27486306,-0.27798516,0.021647207,0.028865313,0.0353198,0.041258257
g591,Gene91,0.045896433,0.016929684,0.017800074,-0.00961085,0.01924664,0.026808226,0.033744007,0.042655673
g592,Gene92,0.17663588,0.20675199,0.87813336,0.20047733,0.020193791,0.028408015,0.038907923,0.049874086
g593,Gene93,0.10039285,0.13981007,0.10584119,0.099200375,0.020057231,0.026686778,0.03546489,0.042925805
g594,Gene94,-0.2206324,-0.21432345,-0.24282372,-0.22452834,0.018906144,0.026055384,0.033147927,0.040538415
g595,Gene95,-0.029339107,0.003958498,0.057962712,-0.0021892008,0.019106973,0.026834149,0.034363165,0.041858695
g596,Gene96,0.18800978,0.14446588,-0.7952246,0.10738405,0.020633373,0.029244695,0.040769883,0.052259084
g597,Gene97,-0.29672816,-0.2942459,-0.26515216,-0.2718826,0.020573959,0.027831068,0.035460487,0.043447785
g598,Gene98,-0.2103654,-0.12489125,-0.16674437,-0.1669876,0.021358674,0.028717693,0.0344624,0.041716255
g599,Gene99,0.0038290657,0.05214129,0.055964086,0.08158567,0.021163298,0.028644789,0.036306612,0.043684583
g6,Gene6,0.08613673,0.0471837,0.042189278,0.09079415,0.020931492,0.029003877,0.037018474,0.04432433
g60,Gene60,-0.58209944,-0.12729217,-0.03520675,-0.04905346,0.020457517,0.028541671,0.03634079,0.043465085
g600,Gene100,0.0047704224,-0.055775464,0.014050805,0.013324121,0.02173723,0.029353905,0.035465434,0.04369648
g61,Gene61,-0.059721872,-0.056378074,-0.08880368,-0.09093862,0.02103518,0.028117381,0.034549173,0.041905135
g62,Gene62,0.38023686,0.33045602,0.3995703,0.4098622,0.020859275,0.027500685,0.036094047,0.043921847
g63,Gene63,0.36509347,0.08401638,0.12633248,0.11447643,0.021457804,0.029768754,0.03772914,0.045145098
g64,Gene64,-0.05464215,-0.014205506,-0.07463987,-0.042506974,0.02088251,0.02750145,0.034870017,0.04297657
g65,Gene65,0.19676474,0.22199684,0.22667363,0.19808684,0.020123621,0.027516311,0.034947462,0.04287422
g66,Gene66,0.23637964,0.24293697,0.25965452,0.28403133,0.020099778,0.027337244,0.03548831,0.041892305
g67,Gene67,0.20636843,0.19623454,0.20253994,0.22818072,0.020722533,0.027515797,0.035325285,0.042575907
g68,Gene68,-0.6572134,-0.057211526,0.050322767,0.07803497,0.024364157,0.03449085,0.03948569,0.0474505
g69,Gene69,0.0020012187,-0.014328549,0.04185139,0.0004119469,0.020170366,0.02812208,0.035990607,0.043071523
g7,Gene7,-0.012825357,-0.0010213109,0.009972117,-0.41387102,0.019530797,0.02664629,0.03281605,0.040938314
g70,Gene70,0.28721598,-0.26359865,0.29013288,0.36484754,0.02119607,0.033062704,0.04200149,0.050258104
g71,Gene71,0.28279823,0.24280095,-0.40513068,1.1212018,0.020564564,0.029936051,0.039988067,0.05626292
g72,Gene72,0.5113873,0.13827866,0.009424939,0.03137521,0.022087172,0.029223891,0.036226932,0.044291798
g73,Gene73,0.35440397,0.36390594,0.39747995,0.3596417,0.0218772,0.029332638,0.035734024,0.04358632
g74,Gene74,0.0565902,-0.53238267,0.17645016,0.18316725,0.021653216,0.033011388,0.04087321,0.047745205
g75,Gene75,0.020016024,-0.057300355,-0.9584486,0.19509487,0.021505129,0.029720265,0.04383254,0.059124637
g76,Gene76,-0.28073624,-0.2955594,-0.3802742,-0.32203043,0.019296167,0.027051909,0.03617723,0.044862937
g77,Gene77,-0.47947493,-0.5030083,-0.4919447,-0.50428545,0.020292107,0.027047666,0.034414954,0.04351468
g78,Gene78,-0.36633042,-0.3650225,-0.38445938,-0.37595913,0.02143211,0.029055404,0.037529588,0.04615889
g79,Gene79,0.8898219,0.39685097,0.29307178,0.96394813,0.026726235,0.036361083,0.043867946,0.053106632
g8,Gene8,0.09972912,0.056535386,0.05514743,0.10363187,0.021317294,0.030571735,0.03805036,0.04552193
g80,Gene80,0.10420695,0.16141109,0.12088805,0.12349217,0.02067444,0.0272735,0.03409234,0.041465085
g81,Gene81,-0.4800359,-0.4539965,-0.44948334,-0.4601936,0.02255195,0.02872321,0.036171705,0.043943565
g82,Gene82,-0.041493,-0.024541026,-0.019125206,0.014061605,0.020610256,0.027373362,0.035896037,0.043637287
g83,Gene83,0.026601925,0.07285733,0.10351922,0.06867053,0.019853566,0.025552573,0.033659343,0.041334286
g84,Gene84,-0.108430356,0.20015381,-0.13149746,-0.17730147,0.02016501,0.029778281,0.038205262,0.045443837
g85,Gene85,-0.032503217,-0.03826763,-0.074025385,-0.055601887,0.0216355,0.02911345,0.035357993,0.04304067
g86,Gene86,0.03779953,0.0409785,0.022311097,0.05684304,0.020863708,0.02640262,0.033210307,0.044042386
g87,Gene87,-0.035198506,-0.07452499,-0.045414563,-0.02195342,0.019468904,0.027111676,0.034456793,0.041778944
g88,Gene88,-0.08087394,-0.07955074,-0.078819215,-0.0741606,0.019534297,0.027593136,0.03509933,0.044290762
g89,Gene89,0.13218364,0.1790404,0.15841572,0.1231438,0.019769335,0.028132869,0.034887727,0.041948784
g9,Gene9,0.33245656,0.13795729,0.035382137,0.13813235,0.022230307,0.030278832,0.03763937,0.045105256
g90,Gene90,-0.2063059,-0.15066257,-0.18922763,-0.1923497,0.019312948,0.02678007,0.033047903,0.039394327
g91,Gene91,0.14198034,0.1130134,0.1138839,0.08647291,0.018502122,0.02550685,0.032863326,0.042724717
g92,Gene92,0.25907877,0.28919485,0.960576,0.2829203,0.021879587,0.029488048,0.03878904,0.0496413
g93,Gene93,0.24187146,0.28128874,0.24731953,0.24067885,0.020742146,0.02686603,0.035186663,0.04247278
g94,Gene94,0.24142791,0.24773675,0.21923673,0.23753165,0.020004323,0.027608668,0.034169894,0.04174782
g95,Gene95,-0.16784291,-0.13454525,-0.080541044,-0.14069298,0.020930348,0.027871648,0.0343108,0.0415556
g96,Gene96,0.12079254,0.07724868,-0.86244196,0.04016696,0.021874603,0.029935611,0.0404176,0.052157823
g97,Gene97,0.20318516,0.20566736,0.23476137,0.22803105,0.020121599,0.027554128,0.03473595,0.042176034
g98,Gene98,-0.18233891,-0.09686488,-0.138718,-0.13896108,0.020100994,0.0278663,0.033389755,0.04040931
g99,Gene99,-0.09126169,-0.04294944,-0.039126676,-0.013505053,0.02025035,0.027982676,0.03591563,0.04404817
